,Unnamed: 0,id,昵称,性别,地区,教育,阳光信用,注册时间,微博数,粉丝数,关注数,个人简介,is_spammer,follow_ratio,like_count,repost_count,comment_count,tweet_count,ave_like,ave_repost,ave_comment,att_count,jing_count,zhuanfa_count,url_count,ave_att,ave_jing,ave_zhuanfa,ave_url,fan_fan_ave,followed_fan_ave,mutual,sina_helper_fan,has_intro,theme_num,most_theme_pct,most_theme_,most_theme_0,most_theme_1,most_theme_2,most_theme_3,most_theme_4,most_theme_5,most_theme_6,most_theme_7,most_theme_8,simiscore
10,10,7328944311,苏湘1998,女,广东 珠海,,,,135,23,213,,no,0.107981220657277,2,0,36,10,0.2,0.0,3.6,6,0,3,0,0.6,0.0,0.3,0.0,118.25,69.88888888888889,7,False,0,4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.433980809317695
11,11,5647440925,土申_lv,女,海外 马来西亚,,,,58,17,132,,no,0.1287878787878787,0,0,0,9,0.0,0.0,0.0,1,1,1,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,252.0,767.1428571428571,4,False,0,3,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.080204360187054
12,12,6768593071,菜菜妈咪丫,女,其他,,,,1937,17,115,,no,0.1478260869565217,0,0,0,10,0.0,0.0,0.0,4,4,6,0,0.4,0.4,0.6,0.0,124.66666666666669,1189.5,2,False,0,2,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.489595254262288
13,13,6986187403,葵味雏田,女,其他,,,,51,7,58,ikun宝贝快康康我‼厦门ikun快和我面基❗❗,no,0.1206896551724138,3,0,17,10,0.3,0.0,1.7,1,5,0,0,0.1,0.5,0.0,0.0,265.2,211.0,4,False,1,4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.840505709250768
14,14,2599705043,全世界最好的小玫瑰,女,四川,,,,6209,189,1062,最爱小玫瑰,no,0.1779661016949152,67,0,47,10,6.7,0.0,4.7,0,4,0,0,0.0,0.4,0.0,0.0,204.1176470588236,1109.6,14,False,1,5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.093789809279972
15,15,5573397816,喜你伴你,女,黑龙江,,,,1537,101,785,ikun一枚 希望和蔡先生长长久久慢慢约会💛,no,0.1286624203821656,0,0,26,10,0.0,0.0,2.6,0,0,9,0,0.0,0.0,0.9,0.0,107.0,424.7592592592592,6,False,1,2,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.690328478813171
16,16,6509278477,E-PAO,女,其他,,,,280,88,337,don't leave me alone,no,0.2611275964391691,14,0,4,9,1.5555555555555556,0.0,0.4444444444444444,0,0,0,0,0.0,0.0,0.0,0.0,156.0,3630.675,5,False,1,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8111879751086235
17,17,5309058486,蔡徐坤的wifecc,女,其他,,,,103,20,81,干脆果断,no,0.2469135802469135,0,0,0,7,0.0,0.0,0.0,0,0,7,0,0.0,0.0,1.0,0.0,451.5,167.66666666666666,1,False,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.000004867712657
18,18,3563301530,CC芒果小甜饼,女,海外,,,,1927,759,661,ฉันรักเธอ,no,1.1482602118003025,18,0,4,9,2.0,0.0,0.4444444444444444,0,1,7,0,0.0,0.1111111111111111,0.7777777777777778,0.0,317.0,743.2448979591836,9,False,1,3,0.7777777777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6393512561917305
19,19,3952817986,静守初心的云,女,其他,,,,76,35,280,,no,0.125,0,0,0,10,0.0,0.0,0.0,8,8,0,0,0.8,0.8,0.0,0.0,165.6,315.2692307692308,2,False,0,4,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.850766870710585
20,20,6612579736,坤的比巴卜,女,天津,,,,1251,125,502,ikun,no,0.249003984063745,1,0,0,10,0.1,0.0,0.0,9,9,0,0,0.9,0.9,0.0,0.0,204.0,610.1052631578947,4,False,1,3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.919474674595727
21,21,2315422803,niowkd_811,女,江苏 连云港,,,,565,351,3334,,no,0.1052789442111577,0,0,0,10,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,258.6666666666667,0.0,0,False,0,6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.109557663400968
22,22,6869506871,激怒勿_a9uqx,男,湖南,,,,0,65,4946,,no,0.0131419328750505,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,258.6666666666667,0.0,0,False,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,7040888857,私家鞋柜620,女,其他,,,,401,935,3217,买鞋请加我Ｖ信: NB6571,no,0.2906434566366179,9,0,218,9,1.0,0.0,24.22222222222222,0,2,0,0,0.0,0.2222222222222222,0.0,0.0,258.6666666666667,0.0,0,False,1,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.9911442920565605
24,24,7041586073,译_风吹裤衩蛋蛋凉,女,辽宁,,,,6,44,674,,no,0.0652818991097922,1,0,0,6,0.1666666666666666,0.0,0.0,0,2,0,0,0.0,0.3333333333333333,0.0,0.0,258.6666666666667,0.0,0,False,0,4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5640274800360203
25,25,6965244270,灞王龙5510,男,天津,,,,3,45,2182,,no,0.0206232813932172,4,0,0,3,1.3333333333333333,0.0,0.0,0,2,0,0,0.0,0.6666666666666666,0.0,0.0,258.6666666666667,0.0,0,False,0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5737475454807281
26,26,3815456758,乐乐小小曲,女,吉林 长春,,,,93357,13307,4962,爱生活，爱娱乐,no,2.681781539701733,0,0,0,10,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,253.25,0.0,0,False,1,6,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.839954183747371
27,27,6693332597,毛芳婷6323,男,北京,,,,2,12,1741,,no,0.0068925904652498,0,0,0,2,0.0,0.0,0.0,0,1,0,0,0.0,0.5,0.0,0.0,258.6666666666667,0.0,0,False,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7477993965148926
28,28,6899429714,宁缺毋滥丶Hoae,女,青海,,,,2,91,1429,,yes,0.0636808957312806,1,0,0,2,0.5,0.0,0.0,0,2,0,0,0.0,1.0,0.0,0.0,258.6666666666667,0.0,0,False,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.181512176990509
29,29,6937986751,球球岱打27540,女,海外,,,,4,51,1223,,yes,0.0417007358953393,1,0,0,4,0.25,0.0,0.0,0,2,0,0,0.0,0.5,0.0,0.0,258.6666666666667,0.0,0,False,0,4,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1516725464413564
30,30,6889211680,颜若惜丶Hugohen,女,河南,,,,2,96,2165,,yes,0.0443418013856812,0,0,1,2,0.0,0.0,0.5,0,2,0,0,0.0,1.0,0.0,0.0,258.6666666666667,0.0,0,False,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.305335283279419
31,31,6064227148,幻墨如烟--,女,河北,,,,26,2114,4895,,no,0.4318692543411644,6,0,0,10,0.6,0.0,0.0,0,4,0,0,0.0,0.4,0.0,0.0,258.6666666666667,0.0,0,False,0,6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2717163215080896
32,32,1712749894,王治强4496,男,黑龙江,,,,2328,160,716,越努力越幸运（唯坤互粉）,no,0.2234636871508379,3,0,0,10,0.3,0.0,0.0,1,0,10,0,0.1,0.0,1.0,0.0,258.6666666666667,0.0,0,False,1,2,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.275058534410265
33,33,6384440096,seapr小乐,女,河南,,,,4097,292,1949,热热热,no,0.1498204207285787,4,0,0,10,0.4,0.0,0.0,0,10,0,0,0.0,1.0,0.0,0.0,258.6666666666667,0.0,0,False,1,5,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.620080435855521
34,34,6895614215,grpgi64b,女,海外 美国,,,,2,52,1929,,no,0.0269569725246241,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,258.6666666666667,0.0,0,False,0,2,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11824344098567963
35,35,5450915701,开开心心每天都要,男,海外 荷兰,,,,19894,249,1094,Het leven is altijd mooi,no,0.2276051188299817,0,0,17,11,0.0,0.0,1.5454545454545454,4,4,3,0,0.3636363636363636,0.3636363636363636,0.2727272727272727,0.0,30054.5,467.3333333333333,0,False,1,3,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.461001488897535
36,36,6661956199,花痴_Lukaf,男,吉林,,,,0,89,2623,,no,0.0339306138009912,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,258.6666666666667,0.0,0,False,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,5212554470,骞全任三只猪blog,女,安徽,,,,9959,200,1459,,no,0.1370801919122686,1,0,0,10,0.1,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,258.6666666666667,0.0,0,False,0,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.81356809536616
38,38,3820990965,貪翫的围脖德,女,湖南,,,,14698,583,2204,天才并不是自生自长在深林荒野里的怪物，是由可以使天才生长的民众产生、长育出来的，所以没有这种民众，就没有天才。－－鲁迅,no,0.264519056261343,3,0,0,10,0.3,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,258.6666666666667,0.0,0,False,1,4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.48849755525589
39,39,3837167350,孩子的眼睛12牧,女,山东,,,,7995,472,2144,亲善产生幸福，文明带来和谐。,no,0.2201492537313432,2,0,0,10,0.2,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,258.6666666666667,0.0,0,False,1,5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.070428252220154
40,40,5722553988,乖乖养坤,女,河北,,,,2817,1192,261,ikun,no,4.567049808429119,0,0,0,10,0.0,0.0,0.0,9,9,0,0,0.9,0.9,0.0,0.0,440.2,478.25,1,False,1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.457385963863796
41,41,6347062382,小熊椰奶K,男,河北,,,,1239,381,334,皮卡丘弟弟,no,1.1407185628742516,2,1,8,10,0.2,0.1,0.8,3,1,0,0,0.3,0.1,0.0,0.0,220.25,82.0,0,False,1,6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.375862975915273
42,42,6474953275,三三三_THREE,女,其他,,,,2422,82,147,如果你能感同我的身受,no,0.5578231292517006,1,0,4,11,0.0909090909090909,0.0,0.3636363636363636,4,1,1,0,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0,393.7142857142857,174.0,1,False,1,5,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.213900649299224
43,43,5136856862,伴你远航k,女,河北 石家庄,,,,2191,233,210,,no,1.1095238095238096,0,0,1,10,0.0,0.0,0.1,2,2,4,0,0.2,0.2,0.4,0.0,252.25,388.2,2,False,0,4,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.508586102061802
44,44,7081579538,甜浅537,女,其他,,,,424,25,86,爱蔡徐坤✨,no,0.2906976744186046,0,0,0,10,0.0,0.0,0.0,0,0,10,0,0.0,0.0,1.0,0.0,485.75,253.25,3,False,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000006622738308
45,45,6859581377,葵葵吖吖,女,重庆 北碚区,,,,572,41,176,花花世界，静守己心,no,0.2329545454545454,0,0,0,10,0.0,0.0,0.0,4,3,6,0,0.4,0.3,0.6,0.0,265.6666666666667,180.32142857142856,8,False,1,4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.884347452057733
46,46,1531592332,衰小猴,女,上海,,,,4542,51,235,┈━═☆wo的世界有你在，我不在孤单。为何距离让我觉的你好遥远,no,0.2170212765957447,2,0,0,10,0.2,0.0,0.0,6,6,0,0,0.6,0.6,0.0,0.0,649.5833333333334,457.09090909090907,10,False,1,2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.735683229234484
47,47,6900042802,boom00645,男,其他,,,,403,59,235,一个小号,no,0.251063829787234,0,0,0,10,0.0,0.0,0.0,4,4,0,0,0.4,0.4,0.0,0.0,179.32,212.47727272727272,24,False,1,2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.494289557139079
48,48,6493031689,二月子卿,女,湖南,,,,4013,45,231,每天进步一点❤️,no,0.1948051948051948,15,0,0,10,1.5,0.0,0.0,1,4,0,0,0.1,0.4,0.0,0.0,143.6,146.2173913043478,4,False,1,8,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71898341178894
49,49,5626324702,ikun小羊1,女,其他,,,,5490,121,969,,no,0.1248710010319917,0,0,0,10,0.0,0.0,0.0,0,0,8,0,0.0,0.0,0.8,0.0,177.45945945945945,5448.604651162791,31,False,0,3,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.549082550737593
50,50,1088908201,金色大脸猫,女,江苏,,,,62,121,758,,no,0.1596306068601583,2,0,1,10,0.2,0.0,0.1,2,4,0,0,0.2,0.4,0.0,0.0,4926.12,191.2,21,False,0,7,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.655600005760789
51,51,6606349558,ikun俽0802,女,其他,,,,2966,128,790,,no,0.1620253164556962,1,0,2,10,0.1,0.0,0.2,1,1,5,0,0.1,0.1,0.5,0.0,368.1320754716981,338.47457627118644,44,False,0,3,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.846135318279266
52,52,5318472909,就是喜欢蔡蔡,女,山西 太原,,,,1841,36,309,我爱吃菜菜,no,0.116504854368932,0,0,0,10,0.0,0.0,0.0,5,9,0,0,0.5,0.9,0.0,0.0,112.25,1429.8235294117646,2,False,1,3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.622831788327959
53,53,6417760876,afkun-onlykun,女,其他,,,,2251,148,380,唯坤，小号,no,0.3894736842105263,0,0,0,10,0.0,0.0,0.0,2,1,0,0,0.2,0.1,0.0,0.0,261.3333333333333,230.5,2,False,1,5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.9236760437488556
54,54,6676469365,小玫瑰3号20741,男,其他,,,,0,1,41,,no,0.024390243902439,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,159.375,0.0,0,False,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,6733028770,葵葵的小玫瑰kk,男,其他,,,,4853,42,184,,no,0.2282608695652173,0,0,41,10,0.0,0.0,4.1,7,8,1,0,0.7,0.8,0.1,0.0,144.0,125.3,1,False,0,3,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.313463522328271
56,56,5916984426,程再良,男,广东,,,,27,81,378,,no,0.2142857142857142,8,0,0,10,0.8,0.0,0.0,0,5,0,0,0.0,0.5,0.0,0.0,861.0,0.0,0,False,0,7,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8216669112443924
57,57,6495919094,Suri0315K,女,其他,,,,738,301,268,Young&amp;Rich,no,1.123134328358209,6,1,214,10,0.6,0.1,21.4,1,1,0,0,0.1,0.1,0.0,0.0,144.0,334.0,0,False,1,3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.033706062369877
58,58,6631780617,野蔷薇67267,男,其他,,,,4089,176,906,,no,0.1942604856512141,29,4,13,10,2.9,0.4,1.3,8,9,0,0,0.8,0.9,0.0,0.0,125.57142857142856,202.1129032258065,11,False,0,2,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.18595419327418
59,59,6900848129,ikun倾心love,女,其他,,,,625,22,142,,no,0.1549295774647887,0,0,8,9,0.0,0.0,0.8888888888888888,0,0,1,0,0.0,0.0,0.1111111111111111,0.0,98.5,1120.3333333333333,1,False,0,4,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4995608776807785
60,60,3269917492,坤坤的粉丝82,女,黑龙江,,,,2647,97,244,,no,0.3975409836065574,0,0,2,10,0.0,0.0,0.2,9,10,0,0,0.9,1.0,0.0,0.0,109.0,102.0,1,False,0,3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.264615893363953
61,61,6676468845,小玫瑰2号96726,男,其他,,,,0,2,39,,no,0.0512820512820512,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,144.0,0.0,0,False,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,6677350787,小玫瑰1号15645,男,其他,,,,0,1,95,,no,0.0105263157894736,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,144.0,0.0,0,False,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,6574438231,开心果子烤冷面,女,其他,,,,0,6,72,,no,0.0833333333333333,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,93.0,0.0,0,False,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,5835710494,潍坊灵感儿,男,山东 潍坊,,,,1984,6332,3141,灵感儿官方旗下产品，官方微博,no,2.0159184972938555,7,0,1,9,0.7777777777777778,0.0,0.1111111111111111,0,1,0,0,0.0,0.1111111111111111,0.0,0.0,144.0,0.0,0,False,1,6,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.768972139339894
65,65,6540560793,萌萌咪kun,女,其他,,,,6565,1578,343,all for kun,no,4.600583090379009,0,0,21,11,0.0,0.0,1.9090909090909087,9,7,0,0,0.8181818181818182,0.6363636363636364,0.0,0.0,144.0,81.0,0,False,1,3,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.842488361729516
66,66,6602608718,IKUN广大群众,女,广东,,,,3251,102,159,,no,0.6415094339622641,0,0,0,10,0.0,0.0,0.0,0,4,2,0,0.0,0.4,0.2,0.0,144.0,0.0,0,False,0,6,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739482540637255
67,67,6652737792,幻化学品味,男,其他,,,,1591,105,95,打榜抡博小号没啥内涵,no,1.105263157894737,4,0,0,10,0.4,0.0,0.0,8,9,0,0,0.8,0.9,0.0,0.0,144.0,381.0,0,False,1,4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.571869850158691
68,68,6635944136,席折,女,其他,,,,227,111,185,轮博数据小号,no,0.6,17,1,59,10,1.7,0.1,5.9,7,3,0,0,0.7,0.3,0.0,0.0,144.0,0.0,0,False,1,3,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.574904170301226
69,69,5537434794,IKUN-小仙女h,女,吉林 长春,,,,4605,82,170,没有意外,no,0.4823529411764706,1,0,0,10,0.1,0.0,0.0,10,5,0,0,1.0,0.5,0.0,0.0,144.0,0.0,0,False,1,2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.274432486957974
70,70,2921826733,蔡徐坤老婆100,女,浙江 宁波,,,,6654,857,1014,来到这里关注一下,no,0.8451676528599605,5,0,81,10,0.5,0.0,8.1,9,1,1,0,0.9,0.1,0.1,0.0,144.0,0.0,0,False,1,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.21659070915646
71,71,6493076170,简微小清新,女,广东,,,,39275,135,335,要陪你很久很久,no,0.4029850746268656,1,0,40,10,0.1,0.0,4.0,3,8,0,0,0.3,0.8,0.0,0.0,93.0,7.0,0,False,1,4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.65056652492947
72,72,6509392064,Krystal_Kun,女,上海,,,,10924,552,468,花花世界 静守己心,no,1.1794871794871795,5,5,23,10,0.5,0.5,2.3,4,6,0,0,0.4,0.6,0.0,0.0,248.0,274.5,1,False,1,5,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8058560229837894
73,73,6525428089,葵的芒果冰和芹菜炒牛肉,女,江西,,,,5006,407,443,一枚追星小透明,no,0.9187358916478556,2,0,136,10,0.2,0.0,13.6,0,4,0,0,0.0,0.4,0.0,0.0,59793.0,0.0,0,False,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.64111574490865
74,74,5186237845,ikun幼儿园的老大,女,福建,,,,679,197,195,愿你永远世间一切美好事物,no,1.0102564102564102,2,0,0,10,0.2,0.0,0.0,5,3,2,0,0.5,0.3,0.2,0.0,348.0,0.0,0,False,1,5,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410868426163991
75,75,6604316539,简微落零,女,广东,,,,11378,122,302,你是唯一,no,0.4039735099337748,1,0,40,10,0.1,0.0,4.0,5,8,1,0,0.5,0.8,0.1,0.0,39876.0,299.75,0,False,1,3,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.24598228931427
76,76,6574433636,5静守己心48229,女,其他,,,,0,13,50,,no,0.26,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,144.0,0.0,0,False,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,6574435132,样姐蒙妹,女,其他,,,,1,13,36,,no,0.3611111111111111,0,0,0,1,0.0,0.0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,172.33333333333334,0.0,0,False,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.384185791015625e-07
78,78,6539668339,LotusKUN,女,其他,,,,12569,119,229,我们的梦,no,0.519650655021834,0,0,41,10,0.0,0.0,4.1,2,8,0,0,0.2,0.8,0.0,0.0,93.0,117.8,0,False,1,4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.390536829829216
